Job 40253330045967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 4], delta on 14
Job 1460822353132559, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 1 0], delta on 13
Job 1465220399643663, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 1 0], delta on 13
Job 1469618446154767, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 1 0], delta on 13
Job 1474016492665871, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 0 1 0], delta on 13
Job 1478414539176975, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 0], delta on 13
Job 1482812585688079, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 0], delta on 14
Job 1487210632199183, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 0], delta on 13
Job 1491608678710287, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 0], delta on 13
Job 1496006725221391, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 5 0], delta on 13
Job 1500404771732495, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 5 0], delta on 13
Job 1504802818243599, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 5 0], delta on 13
Job 1509200864754703, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 0 5 0], delta on 13
Job 1513598911265807, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 0], delta on 13
Job 1517996957776911, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 3 0], delta on 14
Job 1522395004288015, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 0], delta on 13
Job 1526793050799119, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 0], delta on 13
Job 1531191097310223, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 3 0], delta on 13
Job 1535589143821327, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 3 0], delta on 13
Job 1539987190332431, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 3 0], delta on 13
Job 1544385236843535, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 0 3 0], delta on 13
Job 1548783283354639, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 0], delta on 13
Job 1553181329865743, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 1 0], delta on 14
Job 1557579376376847, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 0], delta on 13
Job 1561977422887951, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 0], delta on 13
Job 1566375469399055, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 1 0], delta on 13
Job 1570773515910159, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 1 0], delta on 13
Job 1575171562421263, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 1 0], delta on 13
Job 1579569608932367, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 1 1 0], delta on 13
Job 1583967655443471, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 0], delta on 13
Job 1588365701954575, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 0], delta on 14
Job 1592763748465679, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 0], delta on 13
Job 1597161794976783, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 0], delta on 13
Job 1601559841487887, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 0 0], delta on 13
Job 1605957887998991, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 0 0], delta on 13
Job 1610355934510095, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 0 0], delta on 13
Job 1614753981021199, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 1 0 0], delta on 13
Job 1619152027532303, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 1 0], delta on 13
Job 1623550074043407, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 1 0], delta on 14
Job 1627948120554511, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 0], delta on 13
Job 1632346167065615, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 0], delta on 13
Job 1636744213576719, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 1 0], delta on 13
Job 1641142260087823, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 1 0], delta on 13
Job 1645540306598927, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 1 0], delta on 13
Job 1649938353110031, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 1 1 0], delta on 13
Job 1654336399621135, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 0], delta on 13
Job 1658734446132239, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 3 0], delta on 15
Job 1663132492643343, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 0], delta on 13
Job 1667530539154447, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 0], delta on 13
Job 1671928585665551, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 4 3 0], delta on 13
Job 1676326632176655, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 2 3 0], delta on 13
Job 1680724678687759, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 3 0], delta on 13
Job 1685122725198863, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 1 3 0], delta on 13
Job 1689520771709967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 3], delta on 13
Job 1693918818221071, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 1 3], delta on 14
Job 1698316864732175, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 3], delta on 13
Job 1702714911243279, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 3], delta on 13
Job 1707112957754383, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 1 3], delta on 13
Job 1711511004265487, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 1 3], delta on 13
Job 1715909050776591, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 1 3], delta on 13
Job 1720307097287695, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 6 1 3], delta on 13
Job 1724705143798799, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 2 3], delta on 13
Job 1729103190309903, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 2 3], delta on 14
Job 1733501236821007, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 2 3], delta on 13
Job 1737899283332111, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 2 3], delta on 13
Job 1742297329843215, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 2 3], delta on 13
Job 1746695376354319, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 2 3], delta on 13
Job 1751093422865423, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 2 3], delta on 13
Job 1755491469376527, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 6 2 3], delta on 13
Job 1759889515887631, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 3], delta on 13
Job 1764287562398735, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 3], delta on 14
Job 1768685608909839, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 3], delta on 13
Job 1773083655420943, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 3], delta on 13
Job 1777481701932047, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 5 3], delta on 13
Job 1781879748443151, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 5 3], delta on 13
Job 1786277794954255, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 5 3], delta on 13
Job 1790675841465359, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 6 5 3], delta on 13
Job 1795073887976463, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 7 3], delta on 13
Job 1799471934487567, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 7 3], delta on 14
Job 1803869980998671, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 3], delta on 13
Job 1808268027509775, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 7 3], delta on 13
Job 1812666074020879, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 7 3], delta on 13
Job 1817064120531983, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 7 3], delta on 13
Job 1821462167043087, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 7 3], delta on 13
Job 1825860213554191, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 6 7 3], delta on 13
Job 1830258260065295, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 3], delta on 13
Job 1834656306576399, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 1 3], delta on 14
Job 1839054353087503, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 3], delta on 13
Job 1843452399598607, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 3], delta on 13
Job 1847850446109711, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 1 3], delta on 13
Job 1852248492620815, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 1 3], delta on 13
Job 1856646539131919, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 1 3], delta on 13
Job 1861044585643023, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 1 3], delta on 13
Job 1865442632154127, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 3], delta on 13
Job 1869840678665231, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 3], delta on 14
Job 1874238725176335, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 3], delta on 13
Job 1878636771687439, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 3], delta on 13
Job 1883034818198543, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 0 3], delta on 13
Job 1887432864709647, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 0 3], delta on 13
Job 1891830911220751, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 0 3], delta on 13
Job 1896228957731855, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 0 3], delta on 13
Job 1900627004242959, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 0 3], delta on 13
Job 1905025050754063, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 0 3], delta on 14
Job 1909423097265167, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 3], delta on 13
Job 1913821143776271, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 0 3], delta on 13
Job 1918219190287375, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 0 3], delta on 13
Job 1922617236798479, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 0 3], delta on 13
Job 1927015283309583, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 0 3], delta on 13
Job 1931413329820687, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 0 3], delta on 13
Job 1935811376331791, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 3], delta on 13
Job 1940209422842895, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 3 3], delta on 15
Job 1944607469353999, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 3], delta on 13
Job 1949005515865103, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 3], delta on 13
Job 1953403562376207, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 7 3 3], delta on 13
Job 1957801608887311, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 3 3], delta on 13
Job 1962199655398415, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 3 3], delta on 13
Job 1966597701909519, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 7 3 3], delta on 13
Job 1970995748420623, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 3 2], delta on 13
Job 1975393794931727, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 3 2], delta on 14
Job 1979791841442831, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 2], delta on 13
Job 1984189887953935, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 3 2], delta on 13
Job 1988587934465039, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 3 2], delta on 13
Job 1992985980976143, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 3 2], delta on 13
Job 1997384027487247, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 3 2], delta on 13
Job 2001782073998351, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 3 2], delta on 13
Job 2006180120509455, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 3 2], delta on 13
Job 2010578167020559, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 3 2], delta on 14
Job 2014976213531663, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 2], delta on 13
Job 2019374260042767, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 2], delta on 13
Job 2023772306553871, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 3 2], delta on 13
Job 2028170353064975, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 3 2], delta on 13
Job 2032568399576079, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 7 3 2], delta on 13
Job 2036966446087183, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 3 2], delta on 13
Job 2041364492598287, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 2], delta on 13
Job 2045762539109391, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 2], delta on 14
Job 2050160585620495, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 2], delta on 13
Job 2054558632131599, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 2], delta on 13
Job 2058956678642703, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 5 2], delta on 13
Job 2063354725153807, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 5 2], delta on 13
Job 2067752771664911, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 5 2], delta on 13
Job 2072150818176015, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 5 2], delta on 13
Job 2076548864687119, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 2], delta on 13
Job 2080946911198223, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 3 2], delta on 14
Job 2085344957709327, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 2], delta on 13
Job 2089743004220431, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 2], delta on 13
Job 2094141050731535, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 3 2], delta on 13
Job 2098539097242639, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 3 2], delta on 13
Job 2102937143753743, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 6 3 2], delta on 13
Job 2107335190264847, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 4 3 2], delta on 13
Job 2111733236775951, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 1 2], delta on 13
Job 2116131283287055, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 1 2], delta on 14
Job 2120529329798159, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 1 2], delta on 13
Job 2124927376309263, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 1 2], delta on 13
Job 2129325422820367, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 1 2], delta on 13
Job 2133723469331471, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 1 2], delta on 13
Job 2138121515842575, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 1 2], delta on 13
Job 2142519562353679, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 1 2], delta on 13
Job 2146917608864783, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 2], delta on 13
Job 2151315655375887, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 2], delta on 14
Job 2155713701886991, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 2], delta on 13
